cliente,producto,precio,cantidad,pais,metodo_pago,fecha
Pedro,Laptop,1008.0,4,Colombia,transferencia,2024-04-24 00:00:00
Pedro,Mouse,1578.0,6,peru,transferencia,2024-04-24 11:00:00
Juan,Celular,53.0,7,peru,Efectivo,2024-04-24 12:00:00
Pedro,Mouse,518.0,4,Perú,TRANSFERENCIA,2024-04-24 13:00:00
Maria,Celular,1198.0,6,Colombia,TRANSFERENCIA,2024-04-24 14:00:00
Ana,Celular,1401.0,three,COL,transferencia,2024-04-24 15:00:00
Ana,Teclado,1890.0,6,Colombia,Tarjeta,2024-04-24 16:00:00
Ana,Mouse,1325.0,3,chile,TRANSFERENCIA,2024-04-24 17:00:00
Juan,Mouse,858.0,1,Perú,transferencia,2024-04-24 18:00:00
Juan,Teclado,1889.0,5,Colombia,TRANSFERENCIA,2024-04-24 19:00:00
Carlos,Monitor,926.0,3,COL,transferencia,2024-04-24 20:00:00
Ana,Mouse,907.0,8,Perú,TRANSFERENCIA,2024-04-24 21:00:00
Maria,Laptop,808.0,1,peru,TRANSFERENCIA,2024-04-24 22:00:00
Pedro,Teclado,885.0,2,Chile,Tarjeta,2024-04-24 23:00:00
Maria,Mouse,1770.0,3,Colombia,Tarjeta,2024-04-25 00:00:00
Pedro,Monitor,295.0,3,peru,TRANSFERENCIA,2024-04-25 01:00:00
Ana,Mouse,1237.0,8,peru,transferencia,2024-04-25 02:00:00
Ana,Celular,693.0,5,col,Tarjeta,2024-04-25 03:00:00
Ana,Laptop,1557.0,8,COL,Efectivo,2024-04-25 04:00:00
Juan,Teclado,828.0,6,chile,Tarjeta,2024-04-25 05:00:00
Pedro,Celular,130.0,2,Chile,TRANSFERENCIA,2024-04-25 06:00:00
Juan,Monitor,954.0,4,Colombia,TRANSFERENCIA,2024-04-25 07:00:00
Juan,Celular,1789.0,9,peru,Efectivo,2024-04-25 08:00:00
Luisa,Celular,1697.0,4,peru,Tarjeta,2024-04-25 09:00:00
Maria,Monitor,1697.0,5,chile,TRANSFERENCIA,2024-04-25 10:00:00
Maria,Celular,1027.0,5,COL,Efectivo,2024-04-25 11:00:00
Carlos,Teclado,1221.0,8,Chile,Efectivo,2024-04-25 12:00:00
Juan,Mouse,916.0,6,Chile,transferencia,2024-04-25 13:00:00
Pedro,Celular,22.0,7,chile,Tarjeta,2024-04-25 14:00:00
Luisa,Teclado,612.0,6,peru,Tarjeta,2024-04-25 15:00:00
Luisa,Mouse,209.0,5,peru,Tarjeta,2024-04-25 16:00:00
Maria,Mouse,595.0,5,peru,TRANSFERENCIA,2024-04-25 17:00:00
Juan,Celular,1801.0,3,peru,Efectivo,2024-04-25 18:00:00
Carlos,Teclado,1489.0,7,col,transferencia,2024-04-25 19:00:00
Juan,Celular,457.0,5,col,Tarjeta,2024-04-25 20:00:00
Ana,Monitor,1821.0,7,chile,transferencia,2024-04-25 21:00:00
Juan,Mouse,1873.0,2,Chile,transferencia,2024-04-25 22:00:00
Ana,Celular,850.0,9,Perú,Efectivo,2024-04-25 23:00:00
Ana,Mouse,1104.0,8,Colombia,Tarjeta,2024-04-26 00:00:00
Carlos,Teclado,599.0,5,COL,transferencia,2024-04-26 01:00:00
Pedro,Laptop,1829.0,2,Perú,Tarjeta,2024-04-26 02:00:00
Maria,Celular,1163.0,6,col,Tarjeta,2024-04-26 03:00:00
Juan,Celular,898.0,8,col,Tarjeta,2024-04-26 04:00:00
Ana,Mouse,52.0,7,col,transferencia,2024-04-26 05:00:00
Juan,Teclado,529.0,8,Perú,Efectivo,2024-04-26 06:00:00
Pedro,Monitor,1046.0,4,col,Efectivo,2024-04-26 07:00:00
Maria,Teclado,734.0,3,Perú,transferencia,2024-04-26 08:00:00
Pedro,Celular,632.0,,col,TRANSFERENCIA,2024-04-26 09:00:00
Maria,Monitor,997.0,2,peru,Tarjeta,2024-04-26 10:00:00
Luisa,Teclado,812.0,5,peru,Tarjeta,2024-04-26 11:00:00
Maria,Laptop,544.0,7,Colombia,Efectivo,2024-04-26 12:00:00
Carlos,Mouse,311.0,1,col,transferencia,2024-04-26 13:00:00
Pedro,Teclado,1799.0,4,chile,transferencia,2024-04-26 14:00:00
Ana,Teclado,536.0,2,Colombia,TRANSFERENCIA,2024-04-26 15:00:00
Luisa,Laptop,1675.0,6,Perú,TRANSFERENCIA,2024-04-26 16:00:00
Carlos,Celular,1606.0,1,Colombia,Efectivo,2024-04-26 17:00:00
Juan,Mouse,1148.0,7,col,TRANSFERENCIA,2024-04-26 18:00:00
Pedro,Teclado,469.0,3,Perú,TRANSFERENCIA,2024-04-26 19:00:00
Ana,Monitor,841.0,1,chile,transferencia,2024-04-26 20:00:00
Maria,Teclado,514.0,8,Perú,transferencia,2024-04-26 21:00:00
Ana,Mouse,1341.0,7,peru,TRANSFERENCIA,2024-04-26 22:00:00
Juan,Teclado,941.0,2,Perú,Efectivo,2024-04-26 23:00:00
Luisa,Laptop,1996.0,7,Perú,TRANSFERENCIA,2024-04-27 00:00:00
Luisa,Teclado,334.0,3,Colombia,Efectivo,2024-04-27 00:00:00
Pedro,Teclado,588.0,9,chile,TRANSFERENCIA,2024-04-27 02:00:00
Luisa,Monitor,770.0,8,Chile,transferencia,2024-04-27 03:00:00
Pedro,Laptop,1208.0,5,Perú,transferencia,2024-04-27 04:00:00
Pedro,Laptop,860.0,7,COL,Efectivo,2024-04-27 05:00:00
Pedro,Teclado,1547.0,3,Chile,TRANSFERENCIA,2024-04-27 06:00:00
Maria,Monitor,1205.0,1,peru,TRANSFERENCIA,2024-04-27 07:00:00
Carlos,Teclado,969.0,1,chile,Efectivo,2024-04-27 08:00:00
Pedro,Teclado,511.0,2,chile,TRANSFERENCIA,2024-04-27 09:00:00
Pedro,Mouse,343.0,8,peru,Tarjeta,2024-04-27 10:00:00
Carlos,Mouse,293.0,1,Perú,transferencia,2024-04-27 11:00:00
Ana,Monitor,484.0,5,Colombia,transferencia,2024-04-27 12:00:00
Pedro,Celular,1087.0,9,Chile,Efectivo,2024-04-27 13:00:00
Maria,Mouse,1491.0,9,peru,TRANSFERENCIA,2024-04-27 14:00:00
Luisa,Celular,1612.0,2,peru,Efectivo,2024-04-27 15:00:00
Luisa,Laptop,1453.0,7,COL,Tarjeta,2024-04-27 16:00:00
Juan,Mouse,999999.0,1,Perú,TRANSFERENCIA,2024-04-27 17:00:00
Juan,Mouse,641.0,3,Chile,Tarjeta,2024-04-27 18:00:00
Luisa,Monitor,712.0,6,peru,Efectivo,2024-04-27 19:00:00
Luisa,Celular,418.0,9,chile,transferencia,2024-04-27 20:00:00
Maria,Mouse,991.0,2,peru,Tarjeta,2024-04-27 21:00:00
Carlos,Mouse,1337.0,7,peru,TRANSFERENCIA,2024-04-27 22:00:00
Juan,Monitor,1968.0,4,peru,Efectivo,2024-04-27 23:00:00
Carlos,Monitor,568.0,2,Colombia,Efectivo,2024-04-28 00:00:00
Maria,Celular,231.0,3,col,Efectivo,2024-04-28 01:00:00
Luisa,Laptop,1566.0,6,COL,transferencia,2024-04-28 02:00:00
Pedro,Laptop,167.0,9,chile,Efectivo,2024-04-28 00:00:00
Carlos,Teclado,357.0,8,Colombia,Efectivo,2024-04-28 04:00:00
Luisa,Mouse,1192.0,9,COL,transferencia,2024-04-28 05:00:00
Luisa,Celular,898.0,4,peru,Efectivo,2024-04-28 06:00:00
Ana,Mouse,1917.0,4,COL,Efectivo,2024-04-28 07:00:00
Carlos,Celular,931.0,9,Perú,Tarjeta,2024-04-28 08:00:00
Pedro,Celular,1268.0,8,Perú,Efectivo,2024-04-28 09:00:00
Carlos,Celular,671.0,2,col,transferencia,2024-04-28 10:00:00
Luisa,Mouse,414.0,8,col,Tarjeta,2024-04-28 11:00:00
Pedro,Monitor,1290.0,1,COL,Efectivo,2024-04-28 12:00:00
Maria,Mouse,686.0,9,Colombia,transferencia,2024-04-28 13:00:00
Ana,Celular,598.0,9,Colombia,TRANSFERENCIA,2024-04-28 14:00:00
Luisa,Teclado,1630.0,8,peru,Efectivo,2024-04-28 15:00:00
Juan,Laptop,567.0,5,Colombia,TRANSFERENCIA,2024-04-28 16:00:00
Juan,Celular,914.0,5,col,Tarjeta,2024-04-28 17:00:00
Ana,Teclado,1946.0,3,Colombia,transferencia,2024-04-28 18:00:00
Maria,Monitor,1080.0,5,peru,Tarjeta,2024-04-28 19:00:00
Luisa,Celular,1246.0,4,Perú,TRANSFERENCIA,2024-04-28 20:00:00
Carlos,Teclado,488.0,1,Colombia,TRANSFERENCIA,2024-04-28 21:00:00
Ana,Celular,496.0,9,Colombia,TRANSFERENCIA,2024-04-28 22:00:00
Maria,Mouse,1604.0,4,col,transferencia,2024-04-28 23:00:00
Carlos,Teclado,575.0,3,COL,TRANSFERENCIA,2024-04-29 00:00:00
Juan,Mouse,1375.0,6,Perú,TRANSFERENCIA,2024-04-29 01:00:00
Juan,Mouse,533.0,1,COL,transferencia,2024-04-29 02:00:00
Carlos,Teclado,713.0,5,peru,TRANSFERENCIA,2024-04-29 03:00:00
Ana,Laptop,1536.0,7,peru,Efectivo,2024-04-29 04:00:00
Juan,Teclado,1039.0,2,COL,TRANSFERENCIA,2024-04-29 05:00:00
Luisa,Laptop,830.0,9,col,transferencia,2024-04-29 06:00:00
Pedro,Celular,1177.0,6,Chile,TRANSFERENCIA,2024-04-29 07:00:00
Carlos,Celular,867.0,2,col,transferencia,2024-04-29 08:00:00
Carlos,Teclado,1294.0,8,Chile,TRANSFERENCIA,2024-04-29 09:00:00
Juan,Celular,594.0,8,Chile,Efectivo,2024-04-29 00:00:00
Ana,Monitor,695.0,1,col,transferencia,2024-04-29 11:00:00
Luisa,Mouse,241.0,1,Chile,transferencia,2024-04-29 12:00:00
Ana,Mouse,279.0,1,Chile,transferencia,2024-04-29 13:00:00
Maria,Laptop,949.0,4,Chile,transferencia,2024-04-29 14:00:00
Maria,Celular,1480.0,4,Perú,TRANSFERENCIA,2024-04-29 15:00:00
Pedro,Laptop,883.0,8,peru,TRANSFERENCIA,2024-04-29 16:00:00
Juan,Mouse,1255.0,1,Chile,Efectivo,2024-04-29 17:00:00
Juan,Mouse,61.0,3,peru,Efectivo,2024-04-29 18:00:00
Juan,Celular,125.0,1,chile,TRANSFERENCIA,2024-04-29 19:00:00
Pedro,Monitor,547.0,9,peru,Tarjeta,2024-04-29 20:00:00
Maria,Monitor,1598.0,9,chile,transferencia,2024-04-29 21:00:00
Ana,Celular,1910.0,7,Perú,TRANSFERENCIA,2024-04-29 22:00:00
Pedro,Celular,550.0,8,peru,Efectivo,2024-04-29 23:00:00
Pedro,Laptop,1052.0,1,COL,transferencia,2024-04-30 00:00:00
Ana,Celular,824.0,5,Colombia,Efectivo,2024-04-30 01:00:00
Juan,Monitor,1425.0,2,Perú,Tarjeta,2024-04-30 02:00:00
Luisa,Celular,800.0,1,Colombia,transferencia,2024-04-30 03:00:00
Ana,Laptop,1662.0,3,COL,Tarjeta,2024-04-30 04:00:00
Maria,Laptop,627.0,7,col,Tarjeta,2024-04-30 05:00:00
Carlos,Laptop,428.0,1,col,Tarjeta,2024-04-30 06:00:00
Carlos,Laptop,318.0,2,Chile,TRANSFERENCIA,2024-04-30 07:00:00
Pedro,Teclado,1772.0,2,col,Efectivo,2024-04-30 08:00:00
Carlos,Celular,873.0,4,Perú,transferencia,2024-04-30 09:00:00
Luisa,Mouse,195.0,3,col,TRANSFERENCIA,2024-04-30 10:00:00
Juan,Celular,270.0,3,Perú,Efectivo,2024-04-30 11:00:00
Maria,Teclado,1561.0,5,Perú,TRANSFERENCIA,2024-04-30 12:00:00
Luisa,Laptop,1306.0,3,Colombia,Efectivo,2024-04-30 13:00:00
Maria,Teclado,169.0,7,col,transferencia,2024-04-30 14:00:00
Maria,Monitor,879.0,5,peru,transferencia,2024-04-30 15:00:00
Juan,Monitor,771.0,4,chile,transferencia,2024-04-30 16:00:00
Pedro,Celular,233.0,3,col,transferencia,2024-04-30 17:00:00
Carlos,Celular,1289.0,4,col,Efectivo,2024-04-30 00:00:00
Juan,Mouse,189.0,2,col,TRANSFERENCIA,2024-04-30 19:00:00
Luisa,Mouse,29.0,1,Chile,transferencia,2024-04-30 20:00:00
Pedro,Monitor,1657.0,3,peru,transferencia,2024-04-30 21:00:00
Luisa,Laptop,641.0,2,peru,transferencia,2024-04-30 22:00:00
Pedro,Teclado,1739.0,1,Perú,Tarjeta,2024-04-30 23:00:00
Luisa,Mouse,1501.0,1,peru,transferencia,2024-05-01 00:00:00
Juan,Mouse,1656.0,2,Perú,transferencia,2024-05-01 01:00:00
Pedro,Laptop,1243.0,9,chile,Efectivo,2024-05-01 02:00:00
Pedro,Laptop,1546.0,5,Colombia,Tarjeta,2024-05-01 03:00:00
Maria,Celular,67.0,9,Perú,Efectivo,2024-05-01 04:00:00
Maria,Teclado,,8,col,TRANSFERENCIA,2024-05-01 05:00:00
Ana,Laptop,1254.0,6,COL,Tarjeta,2024-05-01 00:00:00
Luisa,Mouse,732.0,1,COL,Efectivo,2024-05-01 07:00:00
Maria,Mouse,1973.0,5,Chile,Efectivo,2024-05-01 08:00:00
Ana,Monitor,1265.0,1,col,TRANSFERENCIA,2024-05-01 09:00:00
Maria,Laptop,1807.0,7,Perú,TRANSFERENCIA,2024-05-01 10:00:00
Luisa,Celular,1397.0,three,col,transferencia,2024-05-01 11:00:00
Pedro,Teclado,624.0,8,Chile,transferencia,2024-05-01 12:00:00
Carlos,Celular,571.0,7,peru,Tarjeta,2024-05-01 13:00:00
Luisa,Mouse,383.0,2,Perú,Tarjeta,2024-05-01 14:00:00
Juan,Celular,631.0,5,chile,TRANSFERENCIA,2024-05-01 15:00:00
Maria,Mouse,1489.0,4,col,Tarjeta,2024-01-05 00:00:00
Maria,Mouse,97.0,5,peru,transferencia,2024-05-01 17:00:00
Pedro,Mouse,1053.0,9,Chile,TRANSFERENCIA,2024-05-01 18:00:00
Juan,Mouse,1023.0,4,peru,Efectivo,2024-05-01 19:00:00
Pedro,Mouse,23.0,8,Perú,TRANSFERENCIA,2024-05-01 20:00:00
Juan,Monitor,142.0,8,Chile,Tarjeta,2024-05-01 21:00:00
Carlos,Celular,1970.0,2,Chile,transferencia,2024-05-01 22:00:00
Maria,Monitor,1841.0,6,Chile,transferencia,2024-05-01 23:00:00
Maria,Monitor,1067.0,5,Colombia,Efectivo,2024-05-02 00:00:00
Carlos,Laptop,901.0,2,Chile,Efectivo,2024-05-02 01:00:00
Ana,Laptop,1241.0,4,Colombia,TRANSFERENCIA,2024-05-02 02:00:00
Pedro,Laptop,1846.0,7,peru,transferencia,2024-05-02 03:00:00
Carlos,Teclado,1232.0,1,chile,Efectivo,2024-05-02 04:00:00
Pedro,Laptop,601.0,9,Colombia,Efectivo,2024-05-02 05:00:00
Luisa,Celular,592.0,1,peru,TRANSFERENCIA,2024-05-02 06:00:00
Maria,Monitor,1188.0,5,Colombia,TRANSFERENCIA,2024-05-02 07:00:00
Pedro,Celular,1623.0,7,peru,transferencia,2024-05-02 08:00:00
Juan,Laptop,1111.0,8,peru,Tarjeta,2024-05-02 09:00:00
Pedro,Teclado,1205.0,2,chile,Tarjeta,2024-05-02 10:00:00
Luisa,Teclado,298.0,4,Chile,transferencia,2024-05-02 11:00:00
Maria,Monitor,1578.0,2,chile,Tarjeta,2024-05-02 12:00:00
Carlos,Celular,1845.0,4,chile,transferencia,2024-02-05 00:00:00
Luisa,Mouse,1821.0,6,Chile,transferencia,2024-05-02 14:00:00
Maria,Celular,1022.0,6,peru,Efectivo,2024-05-02 15:00:00
Pedro,Laptop,888.0,2,Chile,Tarjeta,2024-05-02 16:00:00
Ana,Mouse,1453.0,4,peru,transferencia,2024-05-02 17:00:00
Ana,Teclado,16.0,4,Chile,Tarjeta,2024-05-02 18:00:00
Juan,Monitor,1193.0,1,COL,Tarjeta,2024-05-02 19:00:00
Maria,Monitor,249.0,2,Colombia,TRANSFERENCIA,2024-05-02 20:00:00
Ana,Teclado,1996.0,3,chile,Tarjeta,2024-05-02 21:00:00
Carlos,Laptop,1456.0,5,peru,transferencia,2024-05-02 22:00:00
Maria,Teclado,545.0,8,col,Efectivo,2024-05-02 23:00:00
Carlos,Laptop,1759.0,6,Chile,Tarjeta,2024-05-03 00:00:00
Carlos,Mouse,79.0,3,Chile,transferencia,2024-05-03 01:00:00
Ana,Teclado,1913.0,6,Perú,TRANSFERENCIA,2024-05-03 02:00:00
Maria,Laptop,225.0,7,col,Tarjeta,2024-05-03 03:00:00
Pedro,Mouse,1137.0,6,col,Efectivo,2024-05-03 04:00:00
Luisa,Teclado,1760.0,6,chile,Tarjeta,2024-05-03 05:00:00
Ana,Monitor,1087.0,1,COL,transferencia,2024-05-03 06:00:00
Ana,Teclado,815.0,3,Colombia,Tarjeta,2024-05-03 07:00:00
Pedro,Celular,339.0,7,COL,Tarjeta,2024-05-03 08:00:00
Maria,Teclado,857.0,4,Colombia,TRANSFERENCIA,2024-05-03 09:00:00
Maria,Celular,1236.0,4,peru,Tarjeta,2024-05-03 10:00:00
Carlos,Mouse,1321.0,7,chile,Efectivo,2024-05-03 11:00:00
Pedro,Teclado,54.0,9,COL,Tarjeta,2024-05-03 12:00:00
Pedro,Mouse,838.0,2,Perú,TRANSFERENCIA,2024-05-03 13:00:00
Maria,Mouse,207.0,9,Colombia,transferencia,2024-05-03 14:00:00
Carlos,Laptop,1249.0,3,COL,Tarjeta,2024-05-03 15:00:00
Ana,Mouse,1514.0,6,chile,Tarjeta,2024-05-03 16:00:00
Juan,Mouse,1342.0,4,Perú,TRANSFERENCIA,2024-05-03 17:00:00
Luisa,Teclado,905.0,1,chile,TRANSFERENCIA,2024-05-03 18:00:00
Ana,Teclado,1468.0,9,col,TRANSFERENCIA,2024-05-03 19:00:00
Maria,Monitor,341.0,6,Chile,Tarjeta,2024-05-03 20:00:00
Luisa,Laptop,705.0,8,peru,Efectivo,2024-05-03 21:00:00
Juan,Mouse,36.0,2,chile,TRANSFERENCIA,2024-05-03 22:00:00
Juan,Laptop,1199.0,7,peru,transferencia,2024-05-03 23:00:00
Carlos,Celular,999999.0,6,chile,Tarjeta,2024-05-04 00:00:00
Luisa,Mouse,1307.0,2,col,transferencia,2024-05-04 01:00:00
Carlos,Laptop,1416.0,2,chile,transferencia,2024-05-04 02:00:00
Ana,Monitor,374.0,4,chile,Efectivo,2024-05-04 03:00:00
Pedro,Monitor,1136.0,4,COL,transferencia,2024-05-04 04:00:00
Pedro,Mouse,969.0,3,Chile,TRANSFERENCIA,2024-05-04 05:00:00
Pedro,Celular,1536.0,8,col,TRANSFERENCIA,2024-05-04 06:00:00
Luisa,Monitor,1878.0,7,Perú,Tarjeta,2024-05-04 07:00:00
Pedro,Monitor,382.0,2,Chile,Efectivo,2024-05-04 08:00:00
Ana,Celular,1649.0,3,Colombia,Efectivo,2024-05-04 09:00:00
Carlos,Laptop,1959.0,9,COL,transferencia,2024-05-04 10:00:00
Luisa,Monitor,254.0,5,Chile,Efectivo,2024-05-04 11:00:00
Carlos,Teclado,1850.0,2,Colombia,transferencia,2024-05-04 00:00:00
Luisa,Monitor,1202.0,3,col,transferencia,2024-05-04 13:00:00
Carlos,Laptop,1661.0,,chile,Efectivo,2024-05-04 14:00:00
Juan,Laptop,1686.0,4,peru,Tarjeta,2024-05-04 15:00:00
Carlos,Mouse,1451.0,2,Chile,transferencia,2024-05-04 16:00:00
Pedro,Teclado,1389.0,2,Chile,TRANSFERENCIA,2024-05-04 17:00:00
Juan,Laptop,487.0,6,Colombia,TRANSFERENCIA,2024-05-04 18:00:00
Carlos,Celular,134.0,8,Colombia,Efectivo,2024-05-04 19:00:00
Luisa,Teclado,546.0,7,peru,Efectivo,2024-05-04 20:00:00
Luisa,Teclado,715.0,4,Colombia,transferencia,2024-05-04 21:00:00
Luisa,Celular,1929.0,2,Colombia,transferencia,2024-05-04 22:00:00
Maria,Monitor,1645.0,9,Chile,TRANSFERENCIA,2024-04-05 00:00:00
Ana,Celular,1435.0,4,peru,transferencia,2024-05-05 00:00:00
Luisa,Celular,1550.0,9,peru,TRANSFERENCIA,2024-05-05 01:00:00
Juan,Monitor,540.0,5,chile,transferencia,2024-05-05 02:00:00
Luisa,Monitor,1715.0,7,Chile,Tarjeta,2024-05-05 03:00:00
Maria,Monitor,795.0,5,chile,Tarjeta,2024-05-05 04:00:00
Pedro,Monitor,263.0,2,col,TRANSFERENCIA,2024-05-05 05:00:00
Juan,Monitor,130.0,6,col,Tarjeta,2024-05-05 06:00:00
Maria,Celular,1065.0,7,Chile,Tarjeta,2024-05-05 07:00:00
Pedro,Mouse,670.0,6,Colombia,Efectivo,2024-05-05 08:00:00
Juan,Mouse,1811.0,3,COL,transferencia,2024-05-05 09:00:00
Carlos,Laptop,1070.0,8,col,Efectivo,2024-05-05 10:00:00
Ana,Mouse,1722.0,3,col,TRANSFERENCIA,2024-05-05 11:00:00
Ana,Mouse,1375.0,5,Chile,Efectivo,2024-05-05 12:00:00
Maria,Celular,1046.0,9,chile,TRANSFERENCIA,2024-05-05 13:00:00
Pedro,Monitor,1216.0,three,Chile,Tarjeta,2024-05-05 00:00:00
Ana,Monitor,1690.0,7,COL,Efectivo,2024-05-05 15:00:00
Pedro,Celular,1298.0,7,COL,Tarjeta,2024-05-05 16:00:00
Pedro,Mouse,97.0,5,peru,transferencia,2024-05-05 17:00:00
Maria,Celular,1973.0,2,Chile,Tarjeta,2024-05-05 18:00:00
Maria,Laptop,1495.0,5,col,transferencia,2024-05-05 19:00:00
Maria,Monitor,55.0,7,chile,Tarjeta,2024-05-05 20:00:00
Ana,Teclado,,7,chile,Efectivo,2024-05-05 21:00:00
Maria,Laptop,1152.0,4,Perú,Efectivo,2024-05-05 22:00:00
Ana,Laptop,942.0,1,Perú,Tarjeta,2024-05-05 23:00:00
Maria,Celular,1564.0,6,Colombia,TRANSFERENCIA,2024-05-06 00:00:00
Luisa,Mouse,1480.0,3,col,TRANSFERENCIA,2024-05-06 01:00:00
Pedro,Monitor,1765.0,5,Perú,transferencia,2024-05-06 02:00:00
Maria,Teclado,1975.0,4,chile,transferencia,2024-05-06 03:00:00
Juan,Laptop,754.0,2,col,Tarjeta,2024-05-06 04:00:00
Pedro,Teclado,1639.0,7,Chile,Efectivo,2024-05-06 05:00:00
Pedro,Mouse,976.0,5,col,transferencia,2024-05-06 06:00:00
Maria,Mouse,,,Perú,Tarjeta,2024-05-06 07:00:00
Carlos,Teclado,771.0,9,chile,transferencia,2024-05-06 08:00:00
Maria,Monitor,803.0,4,col,Efectivo,2024-05-06 09:00:00
Pedro,Mouse,753.0,5,COL,transferencia,2024-05-06 10:00:00
Juan,Teclado,1079.0,9,Colombia,Tarjeta,2024-05-06 11:00:00
Pedro,Laptop,1919.0,4,peru,transferencia,2024-05-06 12:00:00
Juan,Teclado,1541.0,5,chile,TRANSFERENCIA,2024-05-06 13:00:00
Ana,Teclado,567.0,5,Perú,transferencia,2024-05-06 00:00:00
Luisa,Celular,535.0,8,Chile,Efectivo,2024-05-06 15:00:00
Pedro,Mouse,606.0,4,peru,Efectivo,2024-05-06 16:00:00
Maria,Monitor,1864.0,4,Colombia,Efectivo,2024-05-06 17:00:00
Ana,Monitor,849.0,7,chile,Efectivo,2024-05-06 18:00:00
Luisa,Celular,12.0,5,chile,Tarjeta,2024-05-06 19:00:00
Maria,Monitor,1061.0,6,COL,transferencia,2024-05-06 20:00:00
Carlos,Teclado,1414.0,6,COL,transferencia,2024-05-06 21:00:00
Maria,Celular,166.0,6,COL,transferencia,2024-05-06 22:00:00
Juan,Laptop,864.0,5,COL,transferencia,2024-05-06 23:00:00
Juan,Mouse,1947.0,5,Perú,Tarjeta,2024-05-07 00:00:00
Carlos,Mouse,1964.0,9,chile,Efectivo,2024-05-07 00:00:00
Ana,Mouse,520.0,8,Perú,transferencia,2024-05-07 02:00:00
Luisa,Teclado,1366.0,4,col,transferencia,2024-05-07 03:00:00
Maria,Laptop,1877.0,7,Chile,Efectivo,2024-05-07 04:00:00
Juan,Celular,696.0,8,col,TRANSFERENCIA,2024-05-07 05:00:00
Ana,Celular,1147.0,9,Chile,TRANSFERENCIA,2024-05-07 06:00:00
Carlos,Mouse,1422.0,5,Colombia,Efectivo,2024-05-07 07:00:00
Pedro,Laptop,1520.0,3,col,transferencia,2024-05-07 08:00:00
Juan,Laptop,1876.0,4,Colombia,Efectivo,2024-05-07 09:00:00
Carlos,Laptop,1283.0,6,Colombia,transferencia,2024-05-07 10:00:00
Maria,Monitor,580.0,5,Colombia,transferencia,2024-05-07 11:00:00
Luisa,Monitor,724.0,9,COL,TRANSFERENCIA,2024-05-07 12:00:00
Juan,Mouse,1348.0,3,peru,TRANSFERENCIA,2024-05-07 13:00:00
Juan,Laptop,248.0,2,peru,transferencia,2024-05-07 14:00:00
Maria,Laptop,1267.0,6,Perú,transferencia,2024-05-07 15:00:00
Pedro,Celular,312.0,7,Colombia,transferencia,2024-05-07 16:00:00
Ana,Celular,616.0,5,COL,TRANSFERENCIA,2024-05-07 17:00:00
Luisa,Mouse,1000.0,1,col,transferencia,2024-05-07 18:00:00
Juan,Laptop,1686.0,3,col,Efectivo,2024-05-07 19:00:00
Luisa,Mouse,343.0,3,Perú,Tarjeta,2024-05-07 20:00:00
Juan,Celular,122.0,4,Perú,Tarjeta,2024-05-07 21:00:00
Luisa,Celular,1654.0,6,Colombia,transferencia,2024-05-07 22:00:00
Carlos,Monitor,371.0,5,Colombia,Efectivo,2024-05-07 23:00:00
Juan,Mouse,1890.0,1,col,transferencia,2024-05-08 00:00:00
Luisa,Mouse,810.0,6,col,Efectivo,2024-05-08 01:00:00
Ana,Laptop,106.0,9,col,TRANSFERENCIA,2024-05-08 02:00:00
Carlos,Laptop,1991.0,1,col,TRANSFERENCIA,2024-05-08 03:00:00
Carlos,Monitor,1880.0,8,peru,transferencia,2024-05-08 04:00:00
Ana,Teclado,25.0,8,Colombia,TRANSFERENCIA,2024-05-08 05:00:00
Luisa,Teclado,565.0,3,Colombia,transferencia,2024-05-08 06:00:00
Maria,Teclado,1987.0,9,col,Tarjeta,2024-05-08 00:00:00
Ana,Mouse,385.0,8,COL,Efectivo,2024-05-08 08:00:00
Luisa,Mouse,751.0,3,col,Efectivo,2024-05-08 09:00:00
Ana,Celular,399.0,5,Chile,Tarjeta,2024-05-08 10:00:00
Ana,Mouse,629.0,3,chile,Tarjeta,2024-05-08 11:00:00
Juan,Mouse,1250.0,5,chile,Tarjeta,2024-05-08 12:00:00
Luisa,Mouse,1432.0,9,Perú,Tarjeta,2024-05-08 13:00:00
Maria,Monitor,1293.0,4,Chile,TRANSFERENCIA,2024-05-08 14:00:00
Juan,Mouse,833.0,6,COL,Efectivo,2024-05-08 15:00:00
Ana,Laptop,329.0,3,Perú,Efectivo,2024-05-08 16:00:00
Pedro,Laptop,205.0,3,chile,Tarjeta,2024-05-08 17:00:00
Ana,Celular,1511.0,5,COL,transferencia,2024-05-08 18:00:00
Ana,Monitor,427.0,8,Perú,transferencia,2024-05-08 19:00:00
Luisa,Laptop,1508.0,8,col,transferencia,2024-05-08 20:00:00
Luisa,Monitor,616.0,3,col,transferencia,2024-05-08 21:00:00
Juan,Monitor,577.0,8,COL,TRANSFERENCIA,2024-05-08 22:00:00
Maria,Celular,553.0,8,Perú,Efectivo,2024-05-08 23:00:00
Juan,Monitor,240.0,3,peru,Efectivo,2024-05-09 00:00:00
Carlos,Mouse,893.0,2,COL,Efectivo,2024-05-09 01:00:00
Ana,Monitor,530.0,2,COL,transferencia,2024-05-09 02:00:00
Pedro,Celular,712.0,9,Chile,Tarjeta,2024-05-09 03:00:00
Ana,Celular,1906.0,7,Colombia,transferencia,2024-05-09 04:00:00
Ana,Celular,1233.0,6,COL,Efectivo,2024-05-09 05:00:00
